Source.colony,Expt.colony,Indv.ID,Weeks.since,Trt,Obs,Pre.Mass,Mass.change,Percent.mass.change,Pre.boldness,Post.boldness,Post.within.var
UPP-A7,UPP-A7_2,M_2_28,2,Mixed,5,0.1134,-0.002,-0.017636684,54.45,0,88731.73448
KAL-B3,KAL-B3_3,M_3_15,3,Mixed,1,0.0586,-0.001,-0.017064846,600,600,23128.16072
KAL-B3,KAL-B3_3,M_3_15,3,Mixed,2,0.0586,-0.001,-0.017064846,600,259.94,23128.16072
KAL-B3,KAL-B3_3,M_3_15,3,Mixed,3,0.0586,-0.001,-0.017064846,600,600,23128.16072
KAL-B3,KAL-B3_3,M_3_15,3,Mixed,4,0.0586,-0.001,-0.017064846,600,600,23128.16072
KAL-B3,KAL-B3_3,M_3_15,3,Mixed,5,0.0586,-0.001,-0.017064846,441.94,600,23128.16072
KAL-B3,KAL-B3_3,M_3_13,3,Mixed,1,0.0635,-0.001,-0.015748031,417.44,184.65,48163.89812
KAL-B3,KAL-B3_3,M_3_13,3,Mixed,2,0.0635,-0.001,-0.015748031,600,214.94,48163.89812
KAL-B3,KAL-B3_3,M_3_13,3,Mixed,3,0.0635,-0.001,-0.015748031,247.21,600,48163.89812
KAL-B3,KAL-B3_3,M_3_13,3,Mixed,4,0.0635,-0.001,-0.015748031,213.93,600,48163.89812
KAL-B3,KAL-B3_3,M_3_13,3,Mixed,5,0.0635,-0.001,-0.015748031,47.22,600,48163.89812
UPP-A8,UPP-A8_3,M_3_37,3,Mixed,1,0.1347,-0.002,-0.01484781,569.59,600,82689.01835
UPP-A8,UPP-A8_3,M_3_37,3,Mixed,2,0.1347,-0.002,-0.01484781,35.59,600,82689.01835
UPP-A8,UPP-A8_3,M_3_37,3,Mixed,3,0.1347,-0.002,-0.01484781,432.93,51.13,82689.01835
UPP-A8,UPP-A8_3,M_3_37,3,Mixed,4,0.1347,-0.002,-0.01484781,217.4,39.24,82689.01835
UPP-A8,UPP-A8_3,M_3_37,3,Mixed,5,0.1347,-0.002,-0.01484781,236.35,153.53,82689.01835
UPP-A7,UPP-A7_4,M_4_33,4,Mixed,1,0.0678,-0.001,-0.014749263,581.03,600,0
UPP-A7,UPP-A7_4,M_4_33,4,Mixed,2,0.0678,-0.001,-0.014749263,600,600,0
UPP-A7,UPP-A7_4,M_4_33,4,Mixed,3,0.0678,-0.001,-0.014749263,600,600,0
UPP-A7,UPP-A7_4,M_4_33,4,Mixed,4,0.0678,-0.001,-0.014749263,600,600,0
UPP-A7,UPP-A7_4,M_4_33,4,Mixed,5,0.0678,-0.001,-0.014749263,600,600,0
UPP-A10,UPP-A10_3,M_3_26,3,Mixed,1,0.0722,-0.001,-0.013850416,600,39.24,28397.58235
UPP-A10,UPP-A10_3,M_3_26,3,Mixed,2,0.0722,-0.001,-0.013850416,600,105.59,28397.58235
UPP-A10,UPP-A10_3,M_3_26,3,Mixed,3,0.0722,-0.001,-0.013850416,600,262.83,28397.58235
UPP-A10,UPP-A10_3,M_3_26,3,Mixed,4,0.0722,-0.001,-0.013850416,39.24,194.62,28397.58235
UPP-A10,UPP-A10_3,M_3_26,3,Mixed,5,0.0722,-0.001,-0.013850416,105.59,475.82,28397.58235
KAL-B3,KAL-B3_4,M_4_16,4,Mixed,1,0.0753,-0.001,-0.013280212,600,562.01,63142.90867
KAL-B3,KAL-B3_4,M_4_16,4,Mixed,2,0.0753,-0.001,-0.013280212,281.46,183.25,63142.90867
KAL-B3,KAL-B3_4,M_4_16,4,Mixed,3,0.0753,-0.001,-0.013280212,600,600,63142.90867
KAL-B3,KAL-B3_4,M_4_16,4,Mixed,4,0.0753,-0.001,-0.013280212,562.01,84.53,63142.90867
KAL-B3,KAL-B3_4,M_4_16,4,Mixed,5,0.0753,-0.001,-0.013280212,183.25,600,63142.90867
KAL-AA1,KAL-AA1_1,M_1_10,1,Mixed,1,0.0827,-0.001,-0.012091898,600,116.78,32979.5318
KAL-AA1,KAL-AA1_1,M_1_10,1,Mixed,2,0.0827,-0.001,-0.012091898,444.25,600,32979.5318
KAL-AA1,KAL-AA1_1,M_1_10,1,Mixed,3,0.0827,-0.001,-0.012091898,600,61.97,32979.5318
KAL-AA1,KAL-AA1_1,M_1_10,1,Mixed,4,0.0827,-0.001,-0.012091898,600,266.34,32979.5318
KAL-AA1,KAL-AA1_1,M_1_10,1,Mixed,5,0.0827,-0.001,-0.012091898,24.56,600,32979.5318
UPP-B77,UPP-B77_1,M_1_40,1,Mixed,1,0.0975,-0.001,-0.01025641,282,600,907.52688
UPP-B77,UPP-B77_1,M_1_40,1,Mixed,2,0.0975,-0.001,-0.01025641,69.66,68.57,907.52688
UPP-B77,UPP-B77_1,M_1_40,1,Mixed,3,0.0975,-0.001,-0.01025641,210.05,231.44,907.52688
UPP-B77,UPP-B77_1,M_1_40,1,Mixed,4,0.0975,-0.001,-0.01025641,231.44,21.52,907.52688
UPP-B77,UPP-B77_1,M_1_40,1,Mixed,5,0.0975,-0.001,-0.01025641,280.66,241.34,907.52688
UPP-A8,UPP-A8_3,M_3_40,3,Mixed,1,0.0984,-0.001,-0.010162602,600,600,0
UPP-A8,UPP-A8_3,M_3_40,3,Mixed,2,0.0984,-0.001,-0.010162602,600,600,0
UPP-A8,UPP-A8_3,M_3_40,3,Mixed,3,0.0984,-0.001,-0.010162602,121.08,600,0
UPP-A8,UPP-A8_3,M_3_40,3,Mixed,4,0.0984,-0.001,-0.010162602,600,600,0
UPP-A8,UPP-A8_3,M_3_40,3,Mixed,5,0.0984,-0.001,-0.010162602,600,600,0
UPP-A7,UPP-A7_4_control,C_165,4,Control,1,0.12,-0.001,-0.008333333,483.91,600,35905.93082
UPP-A7,UPP-A7_4_control,C_165,4,Control,2,0.12,-0.001,-0.008333333,600,275.91,35905.93082
UPP-A7,UPP-A7_4_control,C_165,4,Control,3,0.12,-0.001,-0.008333333,491.97,385.82,35905.93082
UPP-A7,UPP-A7_4_control,C_165,4,Control,4,0.12,-0.001,-0.008333333,600,600,35905.93082
UPP-A7,UPP-A7_4_control,C_165,4,Control,5,0.12,-0.001,-0.008333333,511.24,180.06,35905.93082
UPP-A7,UPP-A7_1,M_1_27,1,Mixed,1,0.0687,0,0,42.21,338.75,0
UPP-A8,UPP-A8_1,M_1_38,1,Mixed,1,0.1328,0,0,600,145.28,34247.97962
UPP-B77,UPP-B77_1,M_1_39,1,Mixed,1,0.0629,0,0,32.43,600,186.53348
UPP-A7,UPP-A7_1,M_1_27,1,Mixed,2,0.0687,0,0,600,114.28,0
UPP-A8,UPP-A8_1,M_1_38,1,Mixed,2,0.1328,0,0,600,212.22,34247.97962
UPP-B77,UPP-B77_1,M_1_39,1,Mixed,2,0.0629,0,0,428.59,119.72,186.53348
UPP-A7,UPP-A7_1,M_1_27,1,Mixed,3,0.0687,0,0,96,600,0
UPP-A8,UPP-A8_1,M_1_38,1,Mixed,3,0.1328,0,0,600,600,34247.97962
UPP-B77,UPP-B77_1,M_1_39,1,Mixed,3,0.0629,0,0,61.97,180.06,186.53348
UPP-A7,UPP-A7_1,M_1_27,1,Mixed,4,0.0687,0,0,385.38,600,0
UPP-A8,UPP-A8_1,M_1_38,1,Mixed,4,0.1328,0,0,600,199.44,34247.97962
UPP-B77,UPP-B77_1,M_1_39,1,Mixed,4,0.0629,0,0,199.44,43.48,186.53348
UPP-A7,UPP-A7_1,M_1_27,1,Mixed,5,0.0687,0,0,111.31,600,0
UPP-A8,UPP-A8_1,M_1_38,1,Mixed,5,0.1328,0,0,600,600,34247.97962
UPP-B77,UPP-B77_1,M_1_39,1,Mixed,5,0.0629,0,0,251.38,600,186.53348
UPP-A10,UPP-A10_4_control,C_159,4,Control,1,0.134,0.001,0.007462687,24.6,120.25,22865.70317
UPP-A10,UPP-A10_4_control,C_159,4,Control,2,0.134,0.001,0.007462687,600,357.55,22865.70317
UPP-A10,UPP-A10_4_control,C_159,4,Control,3,0.134,0.001,0.007462687,600,23,22865.70317
UPP-A10,UPP-A10_4_control,C_159,4,Control,4,0.134,0.001,0.007462687,83.26,355.57,22865.70317
UPP-A10,UPP-A10_4_control,C_159,4,Control,5,0.134,0.001,0.007462687,219.69,297.34,22865.70317
KAL-1,KAL-1_4,M_4_2,4,Mixed,1,0.1302,0.001,0.007680492,201.83,26.12,146.5607
KAL-1,KAL-1_4,M_4_2,4,Mixed,2,0.1302,0.001,0.007680492,260.09,18.64,146.5607
KAL-1,KAL-1_4,M_4_2,4,Mixed,3,0.1302,0.001,0.007680492,114.28,14.62,146.5607
KAL-1,KAL-1_4,M_4_2,4,Mixed,4,0.1302,0.001,0.007680492,191.54,22.75,146.5607
KAL-1,KAL-1_4,M_4_2,4,Mixed,5,0.1302,0.001,0.007680492,600,45.82,146.5607
UPP-B77,UPP-B77_2,M_2_37,2,Mixed,1,0.1258,0.001,0.007949126,136.5,0.23,61045.65827
UPP-B77,UPP-B77_2,M_2_37,2,Mixed,2,0.1258,0.001,0.007949126,94.38,545.24,61045.65827
UPP-B77,UPP-B77_2,M_2_37,2,Mixed,3,0.1258,0.001,0.007949126,385.84,600,61045.65827
UPP-B77,UPP-B77_2,M_2_37,2,Mixed,4,0.1258,0.001,0.007949126,81.04,545.24,61045.65827
UPP-B77,UPP-B77_2,M_2_37,2,Mixed,5,0.1258,0.001,0.007949126,75.75,495.43,61045.65827
UPP-A10,UPP-A10_4_control,C_158,4,Control,1,0.1185,0.001,0.008438819,323.06,600,37911.29432
UPP-A10,UPP-A10_4_control,C_158,4,Control,2,0.1185,0.001,0.008438819,283.35,600,37911.29432
UPP-A10,UPP-A10_4_control,C_158,4,Control,3,0.1185,0.001,0.008438819,243.58,600,37911.29432
UPP-A10,UPP-A10_4_control,C_158,4,Control,4,0.1185,0.001,0.008438819,231.35,348.88,37911.29432
UPP-A10,UPP-A10_4_control,C_158,4,Control,5,0.1185,0.001,0.008438819,119.25,176.06,37911.29432
KAL-1,KAL-1_1,M_1_3,1,Mixed,1,0.1001,0.001,0.00999001,110.94,600,0
KAL-1,KAL-1_1,M_1_3,1,Mixed,2,0.1001,0.001,0.00999001,600,600,0
KAL-1,KAL-1_1,M_1_3,1,Mixed,3,0.1001,0.001,0.00999001,600,266.19,0
KAL-1,KAL-1_1,M_1_3,1,Mixed,4,0.1001,0.001,0.00999001,344.65,600,0
KAL-1,KAL-1_1,M_1_3,1,Mixed,5,0.1001,0.001,0.00999001,103.53,600,0
UPP-A10,UPP-A10_1,M_1_25,1,Mixed,1,0.0978,0.001,0.010224949,600,402.31,69075.90722
UPP-A10,UPP-A10_1,M_1_25,1,Mixed,2,0.0978,0.001,0.010224949,170.6,64.9,69075.90722
UPP-A10,UPP-A10_1,M_1_25,1,Mixed,3,0.0978,0.001,0.010224949,600,155.64,69075.90722
UPP-A10,UPP-A10_1,M_1_25,1,Mixed,4,0.0978,0.001,0.010224949,600,600,69075.90722
UPP-A10,UPP-A10_1,M_1_25,1,Mixed,5,0.0978,0.001,0.010224949,128.84,583.78,69075.90722
UPP-A10,UPP-A10_2,M_2_23,2,Mixed,1,0.0908,0.001,0.011013216,143.37,64.9,4301.67395
UPP-A10,UPP-A10_2,M_2_23,2,Mixed,2,0.0908,0.001,0.011013216,404.35,222.03,4301.67395
UPP-A10,UPP-A10_2,M_2_23,2,Mixed,3,0.0908,0.001,0.011013216,233,600,4301.67395
UPP-A10,UPP-A10_2,M_2_23,2,Mixed,4,0.0908,0.001,0.011013216,600,61.66,4301.67395
UPP-A10,UPP-A10_2,M_2_23,2,Mixed,5,0.0908,0.001,0.011013216,511.24,146.53,4301.67395
UPP-A8,UPP-A8_3,M_3_38,3,Mixed,1,0.1137,0.0014,0.012313105,600,2.11,70086.05168
UPP-A8,UPP-A8_3,M_3_38,3,Mixed,2,0.1137,0.0014,0.012313105,211.35,574.22,70086.05168
UPP-A8,UPP-A8_3,M_3_38,3,Mixed,3,0.1137,0.0014,0.012313105,600,600,70086.05168
UPP-A8,UPP-A8_3,M_3_38,3,Mixed,4,0.1137,0.0014,0.012313105,2.11,600,70086.05168
UPP-A8,UPP-A8_3,M_3_38,3,Mixed,5,0.1137,0.0014,0.012313105,574.22,600,70086.05168
UPP-B77,UPP-B77_3,M_3_46,3,Mixed,1,0.0798,0.001,0.012531328,490.94,449.44,1915.6822
UPP-B77,UPP-B77_3,M_3_46,3,Mixed,2,0.0798,0.001,0.012531328,600,400,1915.6822
UPP-B77,UPP-B77_3,M_3_46,3,Mixed,3,0.0798,0.001,0.012531328,600,437.22,1915.6822
UPP-B77,UPP-B77_3,M_3_46,3,Mixed,4,0.0798,0.001,0.012531328,600,399.42,1915.6822
UPP-B77,UPP-B77_3,M_3_46,3,Mixed,5,0.0798,0.001,0.012531328,383.22,337.22,1915.6822
KAL-AA1,KAL-AA1_1,M_1_9,1,Mixed,1,0.0749,0.001,0.013351135,235.4,76,406.29368
KAL-AA1,KAL-AA1_1,M_1_9,1,Mixed,2,0.0749,0.001,0.013351135,183.87,600,406.29368
KAL-AA1,KAL-AA1_1,M_1_9,1,Mixed,3,0.0749,0.001,0.013351135,600,265.45,406.29368
KAL-AA1,KAL-AA1_1,M_1_9,1,Mixed,4,0.0749,0.001,0.013351135,600,33.13,406.29368
KAL-AA1,KAL-AA1_1,M_1_9,1,Mixed,5,0.0749,0.001,0.013351135,114.79,69.47,406.29368
KAL-1,KAL-1_3_control,C_92,3,Control,1,0.0681,0.001,0.014684288,309.92,264.23,8175.62047
KAL-1,KAL-1_3_control,C_92,3,Control,2,0.0681,0.001,0.014684288,194.19,197.23,8175.62047
KAL-1,KAL-1_3_control,C_92,3,Control,3,0.0681,0.001,0.014684288,194.12,56.4,8175.62047
KAL-1,KAL-1_3_control,C_92,3,Control,4,0.0681,0.001,0.014684288,219.76,69.47,8175.62047
KAL-1,KAL-1_3_control,C_92,3,Control,5,0.0681,0.001,0.014684288,335.09,199.48,8175.62047
UPP-A10,UPP-A10_4,M_4_28,4,Mixed,1,0.0678,0.001,0.014749263,600,591.91,5159.78668
UPP-A10,UPP-A10_4,M_4_28,4,Mixed,2,0.0678,0.001,0.014749263,600,590.41,5159.78668
UPP-A10,UPP-A10_4,M_4_28,4,Mixed,3,0.0678,0.001,0.014749263,600,500.21,5159.78668
UPP-A10,UPP-A10_4,M_4_28,4,Mixed,4,0.0678,0.001,0.014749263,91.91,454.23,5159.78668
UPP-A10,UPP-A10_4,M_4_28,4,Mixed,5,0.0678,0.001,0.014749263,590.41,443.37,5159.78668
KAL-AA1,KAL-AA1_3,M_3_7,3,Mixed,1,0.1326,0.002,0.015082956,35.06,193.21,1120.42265
KAL-AA1,KAL-AA1_3,M_3_7,3,Mixed,2,0.1326,0.002,0.015082956,114.27,146.53,1120.42265
KAL-AA1,KAL-AA1_3,M_3_7,3,Mixed,3,0.1326,0.002,0.015082956,404.35,199.54,1120.42265
KAL-AA1,KAL-AA1_3,M_3_7,3,Mixed,4,0.1326,0.002,0.015082956,114.04,128.84,1120.42265
KAL-AA1,KAL-AA1_3,M_3_7,3,Mixed,5,0.1326,0.002,0.015082956,188.09,134.23,1120.42265
N10-C3,N10-C3_4,M_4_18,4,Mixed,1,0.0659,0.001,0.015174507,600,35.21,63466.15617
N10-C3,N10-C3_4,M_4_18,4,Mixed,2,0.0659,0.001,0.015174507,170.13,28.22,63466.15617
N10-C3,N10-C3_4,M_4_18,4,Mixed,3,0.0659,0.001,0.015174507,58.75,83.75,63466.15617
N10-C3,N10-C3_4,M_4_18,4,Mixed,4,0.0659,0.001,0.015174507,435.6,600,63466.15617
N10-C3,N10-C3_4,M_4_18,4,Mixed,5,0.0659,0.001,0.015174507,28.22,12.21,63466.15617
UPP-A10,UPP-A10_1,M_1_24,1,Mixed,1,0.0637,0.001,0.015698587,600,600,18557.88543
UPP-A10,UPP-A10_1,M_1_24,1,Mixed,2,0.0637,0.001,0.015698587,600,600,18557.88543
UPP-A10,UPP-A10_1,M_1_24,1,Mixed,3,0.0637,0.001,0.015698587,115.22,80.66,18557.88543
UPP-A10,UPP-A10_1,M_1_24,1,Mixed,4,0.0637,0.001,0.015698587,170.6,491.97,18557.88543
UPP-A10,UPP-A10_1,M_1_24,1,Mixed,5,0.0637,0.001,0.015698587,600,266.34,18557.88543
KAL-AA1,KAL-AA1_1,M_1_8,1,Mixed,1,0.0622,0.001,0.01607717,66.59,46.29,4330.53922
KAL-AA1,KAL-AA1_1,M_1_8,1,Mixed,2,0.0622,0.001,0.01607717,65.57,498.31,4330.53922
KAL-AA1,KAL-AA1_1,M_1_8,1,Mixed,3,0.0622,0.001,0.01607717,600,385.84,4330.53922
KAL-AA1,KAL-AA1_1,M_1_8,1,Mixed,4,0.0622,0.001,0.01607717,257.48,136.78,4330.53922
KAL-AA1,KAL-AA1_1,M_1_8,1,Mixed,5,0.0622,0.001,0.01607717,600,152.72,4330.53922
KAL-AA1,KAL-AA1_4,M_4_9,4,Mixed,1,0.0616,0.001,0.016233766,598.62,600,0
KAL-AA1,KAL-AA1_4,M_4_9,4,Mixed,2,0.0616,0.001,0.016233766,237.4,600,0
KAL-AA1,KAL-AA1_4,M_4_9,4,Mixed,3,0.0616,0.001,0.016233766,357.55,600,0
KAL-AA1,KAL-AA1_4,M_4_9,4,Mixed,4,0.0616,0.001,0.016233766,600,600,0
KAL-AA1,KAL-AA1_4,M_4_9,4,Mixed,5,0.0616,0.001,0.016233766,137.47,600,0
UPP-A7,UPP-A7_1,M_1_30,1,Mixed,1,0.0611,0.001,0.016366612,245.63,88.91,31188.02588
UPP-A7,UPP-A7_1,M_1_30,1,Mixed,2,0.0611,0.001,0.016366612,519.19,288.32,31188.02588
UPP-A7,UPP-A7_1,M_1_30,1,Mixed,3,0.0611,0.001,0.016366612,467.76,148.92,31188.02588
UPP-A7,UPP-A7_1,M_1_30,1,Mixed,4,0.0611,0.001,0.016366612,214.03,385.38,31188.02588
UPP-A7,UPP-A7_1,M_1_30,1,Mixed,5,0.0611,0.001,0.016366612,569.13,288.32,31188.02588
UPP-B77,UPP-B77_3,M_3_41,3,Mixed,1,0.0578,0.001,0.017301038,600,49.75,938.60463
UPP-B77,UPP-B77_3,M_3_41,3,Mixed,2,0.0578,0.001,0.017301038,170.13,41.06,938.60463
UPP-B77,UPP-B77_3,M_3_41,3,Mixed,3,0.0578,0.001,0.017301038,58.75,85.12,938.60463
UPP-B77,UPP-B77_3,M_3_41,3,Mixed,4,0.0578,0.001,0.017301038,49.75,94.07,938.60463
UPP-B77,UPP-B77_3,M_3_41,3,Mixed,5,0.0578,0.001,0.017301038,41.06,21.08,938.60463
UPP-A7,UPP-A7_2,M_2_29,2,Mixed,1,0.0566,0.001,0.017667845,235.4,600,79492.20522
UPP-A7,UPP-A7_2,M_2_29,2,Mixed,2,0.0566,0.001,0.017667845,183.87,77,79492.20522
UPP-A7,UPP-A7_2,M_2_29,2,Mixed,3,0.0566,0.001,0.017667845,600,600,79492.20522
UPP-A7,UPP-A7_2,M_2_29,2,Mixed,4,0.0566,0.001,0.017667845,206.28,77,79492.20522
UPP-A7,UPP-A7_2,M_2_29,2,Mixed,5,0.0566,0.001,0.017667845,199.38,574.19,79492.20522
UPP-A8,UPP-A8_1,M_1_35,1,Mixed,1,0.1114,0.002,0.017953321,600,511.24,18806.37872
UPP-A8,UPP-A8_1,M_1_35,1,Mixed,2,0.1114,0.002,0.017953321,128.56,137.47,18806.37872
UPP-A8,UPP-A8_1,M_1_35,1,Mixed,3,0.1114,0.002,0.017953321,76,351.64,18806.37872
UPP-A8,UPP-A8_1,M_1_35,1,Mixed,4,0.1114,0.002,0.017953321,33.13,409.12,18806.37872
UPP-A8,UPP-A8_1,M_1_35,1,Mixed,5,0.1114,0.002,0.017953321,600,214.94,18806.37872
UPP-A10,UPP-A10_2,M_2_26,2,Mixed,1,0.0546,0.001,0.018315018,600,597.56,3618.90492
UPP-A10,UPP-A10_2,M_2_26,2,Mixed,2,0.0546,0.001,0.018315018,600,478.62,3618.90492
UPP-A10,UPP-A10_2,M_2_26,2,Mixed,3,0.0546,0.001,0.018315018,600,600,3618.90492
UPP-A10,UPP-A10_2,M_2_26,2,Mixed,4,0.0546,0.001,0.018315018,404.35,478.62,3618.90492
UPP-A10,UPP-A10_2,M_2_26,2,Mixed,5,0.0546,0.001,0.018315018,233,600,3618.90492
N10-C3,N10-C3_4,M_4_23,4,Mixed,1,0.0518,0.001,0.019305019,600,600,0
N10-C3,N10-C3_4,M_4_23,4,Mixed,2,0.0518,0.001,0.019305019,600,600,0
N10-C3,N10-C3_4,M_4_23,4,Mixed,3,0.0518,0.001,0.019305019,475.82,600,0
N10-C3,N10-C3_4,M_4_23,4,Mixed,4,0.0518,0.001,0.019305019,600,600,0
N10-C3,N10-C3_4,M_4_23,4,Mixed,5,0.0518,0.001,0.019305019,419.38,600,0
UPP-A8,UPP-A8_1,M_1_37,1,Mixed,1,0.1425,0.003,0.021052632,68.76,600,84831.65893
UPP-A8,UPP-A8_1,M_1_37,1,Mixed,2,0.1425,0.003,0.021052632,355.75,313.32,84831.65893
UPP-A8,UPP-A8_1,M_1_37,1,Mixed,3,0.1425,0.003,0.021052632,600,454.62,84831.65893
UPP-A8,UPP-A8_1,M_1_37,1,Mixed,4,0.1425,0.003,0.021052632,600,600,84831.65893
UPP-A8,UPP-A8_1,M_1_37,1,Mixed,5,0.1425,0.003,0.021052632,600,600,84831.65893
KAL-1,KAL-1_3,M_3_6,3,Mixed,1,0.0909,0.002,0.0220022,600,403.25,1252.27575
KAL-1,KAL-1_3,M_3_6,3,Mixed,2,0.0909,0.002,0.0220022,600,417.35,1252.27575
KAL-1,KAL-1_3,M_3_6,3,Mixed,3,0.0909,0.002,0.0220022,600,470.6,1252.27575
KAL-1,KAL-1_3,M_3_6,3,Mixed,4,0.0909,0.002,0.0220022,600,400.55,1252.27575
KAL-1,KAL-1_3,M_3_6,3,Mixed,5,0.0909,0.002,0.0220022,439.12,470.6,1252.27575
KAL-AA1,KAL-AA1_1_control,C_9,1,Control,1,0.066,0.0015,0.022727273,600,600,0
KAL-AA1,KAL-AA1_1_control,C_9,1,Control,2,0.066,0.0015,0.022727273,600,600,0
KAL-AA1,KAL-AA1_1_control,C_9,1,Control,3,0.066,0.0015,0.022727273,298.59,600,0
KAL-AA1,KAL-AA1_1_control,C_9,1,Control,4,0.066,0.0015,0.022727273,143.37,600,0
KAL-AA1,KAL-AA1_1_control,C_9,1,Control,5,0.066,0.0015,0.022727273,404.35,600,0
N10-C3,N10-C3_3_control,C_106,3,Control,1,0.0432,0.001,0.023148148,95.43,266.34,5707.59463
N10-C3,N10-C3_3_control,C_106,3,Control,2,0.0432,0.001,0.023148148,377.9,67.63,5707.59463
N10-C3,N10-C3_3_control,C_106,3,Control,3,0.0432,0.001,0.023148148,103.91,199.53,5707.59463
N10-C3,N10-C3_3_control,C_106,3,Control,4,0.0432,0.001,0.023148148,150.94,121.54,5707.59463
N10-C3,N10-C3_3_control,C_106,3,Control,5,0.0432,0.001,0.023148148,324.63,166.19,5707.59463
KAL-B3,KAL-B3_1,M_1_13,1,Mixed,1,0.1287,0.003,0.023310023,600,425.06,0
KAL-B3,KAL-B3_1,M_1_13,1,Mixed,2,0.1287,0.003,0.023310023,268.97,600,0
KAL-B3,KAL-B3_1,M_1_13,1,Mixed,3,0.1287,0.003,0.023310023,600,294.49,0
KAL-B3,KAL-B3_1,M_1_13,1,Mixed,4,0.1287,0.003,0.023310023,291.52,600,0
KAL-B3,KAL-B3_1,M_1_13,1,Mixed,5,0.1287,0.003,0.023310023,221.91,600,0
UPP-B77,UPP-B77_3_control,C_131,3,Control,1,0.0804,0.002,0.024875622,329.75,276.63,32432.2851
UPP-B77,UPP-B77_3_control,C_131,3,Control,2,0.0804,0.002,0.024875622,135.66,123.06,32432.2851
UPP-B77,UPP-B77_3_control,C_131,3,Control,3,0.0804,0.002,0.024875622,109.93,174.06,32432.2851
UPP-B77,UPP-B77_3_control,C_131,3,Control,4,0.0804,0.002,0.024875622,600,105.88,32432.2851
UPP-B77,UPP-B77_3_control,C_131,3,Control,5,0.0804,0.002,0.024875622,600,544.12,32432.2851
UPP-A8,UPP-A8_2,M_2_34,2,Mixed,1,0.0799,0.002,0.025031289,600,600,29257.88807
UPP-A8,UPP-A8_2,M_2_34,2,Mixed,2,0.0799,0.002,0.025031289,37.11,600,29257.88807
UPP-A8,UPP-A8_2,M_2_34,2,Mixed,3,0.0799,0.002,0.025031289,600,257.91,29257.88807
UPP-A8,UPP-A8_2,M_2_34,2,Mixed,4,0.0799,0.002,0.025031289,42.13,431.69,29257.88807
UPP-A8,UPP-A8_2,M_2_34,2,Mixed,5,0.0799,0.002,0.025031289,39.53,257.91,29257.88807
UPP-A10,UPP-A10_1,M_1_22,1,Mixed,1,0.0775,0.002,0.025806452,291.44,170.6,57895.25618
UPP-A10,UPP-A10_1,M_1_22,1,Mixed,2,0.0775,0.002,0.025806452,600,282.85,57895.25618
UPP-A10,UPP-A10_1,M_1_22,1,Mixed,3,0.0775,0.002,0.025806452,128.84,544.65,57895.25618
UPP-A10,UPP-A10_1,M_1_22,1,Mixed,4,0.0775,0.002,0.025806452,24.56,600,57895.25618
UPP-A10,UPP-A10_1,M_1_22,1,Mixed,5,0.0775,0.002,0.025806452,530.35,600,57895.25618
KAL-B3,KAL-B3_1_control,C_14,1,Control,1,0.1476,0.004,0.027100271,600,285.19,41443.41667
KAL-B3,KAL-B3_1_control,C_14,1,Control,2,0.1476,0.004,0.027100271,600,231.35,41443.41667
KAL-B3,KAL-B3_1_control,C_14,1,Control,3,0.1476,0.004,0.027100271,344.09,600,41443.41667
KAL-B3,KAL-B3_1_control,C_14,1,Control,4,0.1476,0.004,0.027100271,256.12,185.35,41443.41667
KAL-B3,KAL-B3_1_control,C_14,1,Control,5,0.1476,0.004,0.027100271,50.9,600,41443.41667
UPP-A7,UPP-A7_1,M_1_32,1,Mixed,1,0.0719,0.002,0.027816412,600,199.25,18320.61512
UPP-A7,UPP-A7_1,M_1_32,1,Mixed,2,0.0719,0.002,0.027816412,600,77.56,18320.61512
UPP-A7,UPP-A7_1,M_1_32,1,Mixed,3,0.0719,0.002,0.027816412,600,121.08,18320.61512
UPP-A7,UPP-A7_1,M_1_32,1,Mixed,4,0.0719,0.002,0.027816412,600,600,18320.61512
UPP-A7,UPP-A7_1,M_1_32,1,Mixed,5,0.0719,0.002,0.027816412,600,199.38,18320.61512
KAL-B3,KAL-B3_4,M_4_13,4,Mixed,1,0.0698,0.002,0.028653295,103.5,139.63,1733.95532
KAL-B3,KAL-B3_4,M_4_13,4,Mixed,2,0.0698,0.002,0.028653295,442.25,119.72,1733.95532
KAL-B3,KAL-B3_4,M_4_13,4,Mixed,3,0.0698,0.002,0.028653295,241.34,210.73,1733.95532
KAL-B3,KAL-B3_4,M_4_13,4,Mixed,4,0.0698,0.002,0.028653295,339.63,113.47,1733.95532
KAL-B3,KAL-B3_4,M_4_13,4,Mixed,5,0.0698,0.002,0.028653295,119.72,111.31,1733.95532
UPP-B77,UPP-B77_2,M_2_38,2,Mixed,1,0.1037,0.003,0.028929605,181.81,0,54711.57338
UPP-B77,UPP-B77_2,M_2_38,2,Mixed,2,0.1037,0.003,0.028929605,547.47,427.93,54711.57338
UPP-B77,UPP-B77_2,M_2_38,2,Mixed,3,0.1037,0.003,0.028929605,231.44,600,54711.57338
UPP-B77,UPP-B77_2,M_2_38,2,Mixed,4,0.1037,0.003,0.028929605,115.38,61.2,54711.57338
UPP-B77,UPP-B77_2,M_2_38,2,Mixed,5,0.1037,0.003,0.028929605,105.88,600,54711.57338
KAL-AA1,KAL-AA1_2_control,C_53,2,Control,1,0.0678,0.002,0.029498525,163.65,299.23,13162.14627
